#OTU ID	0315N.HogbackBog	0279D.FishHookMarsh	0266D.HarborSprings	MA139.HuronSB2	MA120.HuronSB2	0280N.FishHookMarsh	0306D.GorgeLoc1	0224G.Crooked	0267D.QuandtSoil	0309N.GorgeArea2	0276N.NorthLake	0305N.GorgeLoc1	0322G.BryantBog	0283D2.Gosling	MA58.LakeErieWLE2	Fj.Tromso	0339V.BirdShoal	0338V.BirdShoal	0334U.PescaderoVent	69M.Arctic	69S.MarineSurface	0316G.DouglasLake	0302G.LilePond	0324Q.BryantBog.520	0323G.Lancaster	0255G.PointHole3m	0271G.BruinLake	0175G.NorthLake	MA140.Huron.SB14	0330S.HebronSwale	MA135.WoodlandLake	0275D.NorthLake	0281D.CranePond	0324S.BryantBog.T	0321P.BryantBog	0325S.BryantBog	MA138.FordLake	0344S0.CapeLookout	0344S1.CapeLookout	0242G.BurtLakefar	0294D.Gosling	0320D.BryantBog	0314N.HogbackBog	KLL5.ArbSoil	KLL4.HerbFil	KLL1.GosSed	0304P.SmithsFen	0278N.BruinLake	KLL6.HuronSink	KLL2.GosFil	0326G.SmithsFen	MA121.LakeErieWLE4	MA119.LakeErieWLE2	0196G.WoodlandLake	0238G.SmithFenInlet	KLL7.Barton	0274G.Gosling	0273G.CranePond	0286G.Appleton	0290D.Bishop	0285G2.Bishop	0335T.PescaderoVentZ	0277D.Bruin	0324G.BryantBog.0805	0343X.DukeMarineLab	0336U.PescaderoVent	0239G.SmithsFenInlet	0293N.Appleton	0317N.MudLakeBog	I3.IceCore	0284N2.Gosling	0298D.Whitemore	0303P.SmithFen	0292D2.Appleton	0269D.KrausCourt	0296D.Woodland	0318P.MudLakeBog	0270G.NorthLake	0301D.LilePond	KLL3.Rozella	Total	taxonomy 
denovo1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Chytridiomycota; g__Unclassified_chytridiales; s__Chytridiales_sp._jel187
denovo29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	82	Root; k__Eukaryota; p__Fungi; c__Chytridiomycota; g__Unclassified_chytridiales; s__Chytridiales_sp._jel187
denovo74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	35	Root; k__Eukaryota; p__Fungi; c__Chytridiomycota; g__Unclassified_chytridiales; s__Chytridiales_sp._jel187
denovo76	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	Root; k__Eukaryota; p__Fungi; c__Chytridiomycota; g__Zygorhizidium; s__Zygorhizidium_planktonicum
denovo19	0	0	0	1	0	1	0	0	0	26	0	1	19	7	0	0	0	0	0	0	0	0	0	13	1	0	0	0	4	1	0	0	0	61	1	0	0	0	0	0	0	0	0	0	6	10	2	0	3	0	0	0	0	2	9	6	0	1	0	0	0	0	0	12	0	0	22	0	0	0	0	0	1	4	0	0	0	0	0	0	214	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo210	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2387	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2431	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo2972	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo304	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	25	0	0	13	0	0	0	0	0	13	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	90	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo523	0	0	0	4	0	3	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	2	1	4	1	0	0	0	3	4	1	0	0	51	0	0	3	0	0	0	0	0	0	0	0	57	1	1	0	0	4	0	0	0	0	43	0	0	0	0	0	0	0	5	0	0	12	3	0	0	0	2	0	0	0	0	0	0	0	0	238	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo576	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo695	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo866	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo875	0	0	0	8	0	5	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	1	3	1	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	17	1	0	0	0	2	0	0	0	0	0	0	0	0	128	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo98	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; Cladeg__; wweuk6g___Clade
denovo24	0	0	0	1	1	5	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	12	0	258	0	3	0	0	0	0	0	0	1	2	5	0	1	0	3	1	3	0	0	1	0	0	0	0	0	3	3	0	0	7	0	0	0	0	324	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Cryptomycota_sp
denovo821	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Cryptomycota_sp
denovo1096	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo1858	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo1940	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo2366	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo2950	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo30	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	318	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	338	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo3010	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo3030	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo344	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	11	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo446	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo596	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo608	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo625	0	0	0	5	2	5	2	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo651	0	0	0	2	0	0	5	1	0	8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo825	0	1	0	0	0	1	3	0	0	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo833	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeI; g__I_Lazarus
denovo1006	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	53	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo17	0	0	0	0	8	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	193	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo2214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo227	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo27	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	241	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	271	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo3091	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo357	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo501	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
denovo775	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Root; k__Eukaryota; p__Fungi; c__Cryptomycota; CladeIII; g__III_Cryptomycota_sp
